record,code_region,Region,Annee,code_indicateur,Indicateur,code_type_uai,type_administration,code_sexe,Sexe,code_type_pers,type_personnel,etat_donnees,Valeur
227,26,Bourgogne,2005,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,397.85
228,26,Bourgogne,2005,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,0.95
229,26,Bourgogne,2006,dird,Depense interieure de R&D,2,EPST,,,,,definitif,46.29
230,26,Bourgogne,2006,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,651.07
231,26,Bourgogne,2006,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,376.06
232,26,Bourgogne,2006,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.0
233,26,Bourgogne,2006,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,0.95
234,26,Bourgogne,2007,dird,Depense interieure de R&D,2,EPST,,,,,definitif,50.14
235,26,Bourgogne,2007,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,650.8
236,26,Bourgogne,2007,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,413.1
237,26,Bourgogne,2007,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,214.41
238,26,Bourgogne,2008,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,86.3
239,26,Bourgogne,2008,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,2.68
240,26,Bourgogne,2008,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,59.0
241,26,Bourgogne,2008,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,170.0
242,26,Bourgogne,2008,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.0
243,26,Bourgogne,2009,dird,Depense interieure de R&D,2,EPST,,,,,definitif,42.82
244,26,Bourgogne,2009,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,157.68
245,26,Bourgogne,2009,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,230.17
246,26,Bourgogne,2010,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,0.01
247,26,Bourgogne,2010,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,354.64
248,26,Bourgogne,2010,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,0.4
249,26,Bourgogne,2011,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,107.24
250,26,Bourgogne,2011,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,23.4
251,26,Bourgogne,2011,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,157.2
252,26,Bourgogne,2011,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,0.4
253,26,Bourgogne,2012,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,749.87
254,26,Bourgogne,2012,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,151.43
255,26,Bourgogne,2012,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,104.4
256,26,Bourgogne,2012,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,212.43
257,26,Bourgogne,2013,dird,Depense interieure de R&D,2,EPST,,,,,semi-definitif,43.37
258,26,Bourgogne,2013,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,semi-definitif,379.93
259,26,Bourgogne,2013,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,semi-definitif,0.8
260,31,Nord-Pas-de-Calais,2001,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,320.3
261,31,Nord-Pas-de-Calais,2001,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,216.3
262,31,Nord-Pas-de-Calais,2001,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,64.3
263,31,Nord-Pas-de-Calais,2002,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,2.98
264,31,Nord-Pas-de-Calais,2002,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,329.9
265,31,Nord-Pas-de-Calais,2002,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,121.2
266,31,Nord-Pas-de-Calais,2002,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,59.5
267,31,Nord-Pas-de-Calais,2002,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,6.0
268,31,Nord-Pas-de-Calais,2003,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,2450.77
269,31,Nord-Pas-de-Calais,2003,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,238.42
270,31,Nord-Pas-de-Calais,2003,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,56.6
271,31,Nord-Pas-de-Calais,2003,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,26.01
272,31,Nord-Pas-de-Calais,2003,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,0.95
273,31,Nord-Pas-de-Calais,2004,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,236.35
274,31,Nord-Pas-de-Calais,2004,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,2.74
275,31,Nord-Pas-de-Calais,2004,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,48.25
276,31,Nord-Pas-de-Calais,2004,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,913.5
277,31,Nord-Pas-de-Calais,2004,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,213.84
278,31,Nord-Pas-de-Calais,2004,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,1.0
279,31,Nord-Pas-de-Calais,2004,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,1.0
280,31,Nord-Pas-de-Calais,2004,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,16.06
281,31,Nord-Pas-de-Calais,2005,dird,Depense interieure de R&D,2,EPST,,,,,definitif,65.49
282,31,Nord-Pas-de-Calais,2005,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,13.82
283,31,Nord-Pas-de-Calais,2005,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,2,Soutien a la recherche,definitif,8.3
284,31,Nord-Pas-de-Calais,2005,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,2427.87
285,31,Nord-Pas-de-Calais,2005,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,13.8
286,31,Nord-Pas-de-Calais,2006,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,233.7
287,31,Nord-Pas-de-Calais,2006,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,979.15
288,31,Nord-Pas-de-Calais,2006,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,229.31
289,31,Nord-Pas-de-Calais,2006,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,60.7
290,31,Nord-Pas-de-Calais,2006,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,13.62
291,31,Nord-Pas-de-Calais,2006,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,15.65
292,31,Nord-Pas-de-Calais,2007,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,definitif,11.5
293,31,Nord-Pas-de-Calais,2007,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,163.5
294,31,Nord-Pas-de-Calais,2007,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,290.7
295,31,Nord-Pas-de-Calais,2007,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,12.49
296,31,Nord-Pas-de-Calais,2007,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,1.0
297,31,Nord-Pas-de-Calais,2007,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,2.49
298,31,Nord-Pas-de-Calais,2007,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,46.56
299,31,Nord-Pas-de-Calais,2008,dird,Depense interieure de R&D,2,EPST,,,,,definitif,75.71
300,31,Nord-Pas-de-Calais,2008,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,2,Soutien a la recherche,definitif,1.0
301,26,Bourgogne,2013,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,semi-definitif,208.64
302,26,Bourgogne,2013,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,semi-definitif,1.6
303,31,Nord-Pas-de-Calais,2001,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,217.14
304,31,Nord-Pas-de-Calais,2001,dird,Depense interieure de R&D,2,EPST,,,,,definitif,54.81
305,31,Nord-Pas-de-Calais,2001,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,114.0
306,31,Nord-Pas-de-Calais,2001,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,5.8
307,31,Nord-Pas-de-Calais,2001,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,58.9
308,31,Nord-Pas-de-Calais,2002,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,15.75
309,31,Nord-Pas-de-Calais,2002,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,2421.09
310,31,Nord-Pas-de-Calais,2002,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,247.9
311,31,Nord-Pas-de-Calais,2002,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,13.0
312,31,Nord-Pas-de-Calais,2003,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,243.85
313,31,Nord-Pas-de-Calais,2003,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,936.21
314,31,Nord-Pas-de-Calais,2003,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,212.74
315,31,Nord-Pas-de-Calais,2003,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,133.2
316,31,Nord-Pas-de-Calais,2003,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,1.0
317,31,Nord-Pas-de-Calais,2004,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,159.3
318,31,Nord-Pas-de-Calais,2004,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,245.47
319,31,Nord-Pas-de-Calais,2004,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,24.62
320,31,Nord-Pas-de-Calais,2004,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.0
321,31,Nord-Pas-de-Calais,2004,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,0.95
322,31,Nord-Pas-de-Calais,2005,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,49.8
323,31,Nord-Pas-de-Calais,2005,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,1.0
324,31,Nord-Pas-de-Calais,2006,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,14.65
325,31,Nord-Pas-de-Calais,2006,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,3.42
326,31,Nord-Pas-de-Calais,2006,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,2,Soutien a la recherche,definitif,11.1
327,31,Nord-Pas-de-Calais,2006,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,52.6
328,31,Nord-Pas-de-Calais,2006,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,25.8
329,31,Nord-Pas-de-Calais,2006,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.0
330,31,Nord-Pas-de-Calais,2006,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,7.4
331,31,Nord-Pas-de-Calais,2007,dird,Depense interieure de R&D,2,EPST,,,,,definitif,68.42
332,31,Nord-Pas-de-Calais,2007,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,3.53
333,31,Nord-Pas-de-Calais,2007,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,421.36
334,31,Nord-Pas-de-Calais,2007,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,58.67
335,31,Nord-Pas-de-Calais,2007,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,53.38
336,31,Nord-Pas-de-Calais,2007,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.0
337,31,Nord-Pas-de-Calais,2008,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,3.48
338,31,Nord-Pas-de-Calais,2008,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,477.32
339,31,Nord-Pas-de-Calais,2008,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,299.85
340,31,Nord-Pas-de-Calais,2008,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,167.97
341,31,Nord-Pas-de-Calais,2009,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,17.43
342,31,Nord-Pas-de-Calais,2009,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,2.34
343,31,Nord-Pas-de-Calais,2009,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,2525.85
344,31,Nord-Pas-de-Calais,2009,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,54.41
345,31,Nord-Pas-de-Calais,2010,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,46.54
346,31,Nord-Pas-de-Calais,2010,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,2585.17
347,31,Nord-Pas-de-Calais,2010,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,337.65
348,31,Nord-Pas-de-Calais,2010,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,54.13
349,31,Nord-Pas-de-Calais,2011,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,23.89
350,31,Nord-Pas-de-Calais,2011,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,189.34
351,31,Nord-Pas-de-Calais,2011,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,27.31
352,31,Nord-Pas-de-Calais,2012,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,16.32
353,31,Nord-Pas-de-Calais,2012,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,definitif,15.22
354,31,Nord-Pas-de-Calais,2013,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,semi-definitif,15.49
355,31,Nord-Pas-de-Calais,2013,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,semi-definitif,15.99
356,31,Nord-Pas-de-Calais,2013,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,semi-definitif,230.97
357,31,Nord-Pas-de-Calais,2013,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,semi-definitif,61.44
358,31,Nord-Pas-de-Calais,2013,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,semi-definitif,43.98
359,31,Nord-Pas-de-Calais,2013,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,semi-definitif,0.99
360,41,Lorraine,2001,dird,Depense interieure de R&D,2,EPST,,,,,definitif,97.1
361,41,Lorraine,2001,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,660.6
362,41,Lorraine,2001,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,335.4
363,41,Lorraine,2001,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,36.1
364,41,Lorraine,2002,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,396.3
365,41,Lorraine,2002,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,446.8
366,41,Lorraine,2002,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,1.0
367,41,Lorraine,2002,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,170.25
368,41,Lorraine,2003,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,412.7
369,41,Lorraine,2003,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,3.5
370,41,Lorraine,2003,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,53.2
371,41,Lorraine,2003,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,43.13
372,41,Lorraine,2004,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,373.93
373,41,Lorraine,2004,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,2.0
374,41,Lorraine,2004,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,9.0
375,41,Lorraine,2005,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,158.65
376,41,Lorraine,2005,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,20.3
377,41,Lorraine,2005,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,700.23
378,41,Lorraine,2005,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,6.7
379,41,Lorraine,2005,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,41.4
380,41,Lorraine,2005,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,43.13
381,41,Lorraine,2005,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,24.0
382,41,Lorraine,2006,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,718.6
383,41,Lorraine,2007,dird,Depense interieure de R&D,2,EPST,,,,,definitif,134.19
384,41,Lorraine,2007,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,28.46
385,41,Lorraine,2007,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,169.99
386,41,Lorraine,2007,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,84.49
387,41,Lorraine,2008,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,20.55
388,41,Lorraine,2008,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,753.0
389,41,Lorraine,2008,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,368.23
390,41,Lorraine,2008,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,1.0
391,41,Lorraine,2008,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,17.0
392,41,Lorraine,2008,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,5.0
393,41,Lorraine,2009,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,747.8
394,41,Lorraine,2009,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,211.61
395,41,Lorraine,2009,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,448.17
396,41,Lorraine,2009,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,30.02
397,41,Lorraine,2009,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,9.7
398,41,Lorraine,2009,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,57.65
399,41,Lorraine,2010,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,864.93
400,41,Lorraine,2010,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,429.5
401,1,Guadeloupe,2012,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,2.0
402,1,Guadeloupe,2012,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,1.0
403,1,Guadeloupe,2013,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,semi-definitif,39.31
404,1,Guadeloupe,2013,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,semi-definitif,12.02
405,1,Guadeloupe,2013,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,semi-definitif,11.5
406,1,Guadeloupe,2013,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,semi-definitif,31.4
407,1,Guadeloupe,2013,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,semi-definitif,34.9
408,2,Martinique,2010,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,6.31
409,2,Martinique,2010,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,9.93
410,2,Martinique,2011,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,1.33
