rentree;Rentree universitaire;niv_geo;reg_nom;regroupement;rgp_formations_ou_etablissements;secteur;secteur_de_l_etablissemen;sexe;sexe_de_l_etudiant;Nombre total d’étudiants inscrits;A des effectifs en formations de DUT;Nombre d’étudiants inscrits en DUT;A des effectifs en formations d'ingénieurs;Nombre d’étudiants inscrits dans les formations d’Ingénieur;diffusable;Données diffusables;secret;Données soumises au secret statistique;niveau_geo;Identifiant de l’unité géographique;Identifiant de la région;Identifiant de l'académie;Identifiant du département;Identifiant de l'unité urbaine
2006;2006-07;Région;Centre-Val de Loire;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;333.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2006;2006-07;Région;Centre-Val de Loire;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;255.0;non;;oui;255.0;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2006;2006-07;Région;Centre-Val de Loire;UNIV;Universités;PU;Établissements publics;1;Masculin;16196.0;oui;2695;oui;1055.0;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2006;2006-07;Région;Bourgogne-Franche-Comté;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;23.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2006;2006-07;Région;Bourgogne-Franche-Comté;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;1;Masculin;5.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2006;2006-07;Région;Bourgogne-Franche-Comté;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;57.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2006;2006-07;Région;Bourgogne-Franche-Comté;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;3066.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2006;2006-07;Région;Bourgogne-Franche-Comté;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;60.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2006;2006-07;Région;Bourgogne-Franche-Comté;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;198.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2006;2006-07;Région;Bourgogne-Franche-Comté;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;2348.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2006;2006-07;Région;Bourgogne-Franche-Comté;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;294.0;non;;oui;294.0;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2006;2006-07;Région;Bourgogne-Franche-Comté;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;1114.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2006;2006-07;Région;Bourgogne-Franche-Comté;UNIV;Universités;PU;Établissements publics;2;Feminin;25076.0;oui;2008;oui;339.0;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2006;2006-07;Région;Bourgogne-Franche-Comté;UT;Universités de technologie (UT);PU;Établissements publics;1;Masculin;1850.0;non;;oui;1433.0;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2006;2006-07;Région;Normandie;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;487.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2006;2006-07;Région;Normandie;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;4.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2006;2006-07;Région;Normandie;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;561.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2006;2006-07;Région;Normandie;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;3057.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2006;2006-07;Région;Normandie;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;1420.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2006;2006-07;Région;Normandie;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;32623.0;oui;3707;oui;1676.0;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2006;2006-07;Région;Normandie;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;43482.0;oui;2913;oui;737.0;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2006;2006-07;Région;Hauts-de-France;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;1941.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2006;2006-07;Région;Hauts-de-France;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;713.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2006;2006-07;Région;Hauts-de-France;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;7071.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2006;2006-07;Région;Hauts-de-France;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;1;Masculin;1583.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2006;2006-07;Région;Hauts-de-France;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;1714.0;non;;oui;1714.0;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2006;2006-07;Région;Hauts-de-France;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;9111.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2006;2006-07;Région;Hauts-de-France;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;73445.0;oui;6439;oui;5605.0;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2006;2006-07;Région;Hauts-de-France;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;13927.0;non;;oui;1955.0;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2006;2006-07;Région;Grand Est;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;107.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2006;2006-07;Région;Grand Est;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;118.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2006;2006-07;Région;Grand Est;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;2879.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2006;2006-07;Région;Grand Est;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;2287.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2006;2006-07;Région;Grand Est;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;656.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2006;2006-07;Région;Grand Est;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;64.0;non;;oui;64.0;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2006;2006-07;Région;Grand Est;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;6809.0;non;;oui;389.0;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2006;2006-07;Région;Grand Est;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;10116.0;non;;oui;64.0;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2006;2006-07;Région;Grand Est;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;90445.0;oui;4655;oui;2685.0;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2006;2006-07;Région;Grand Est;UNIV;Universités;PU;Établissements publics;2;Feminin;64736.0;oui;4655;oui;785.0;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2006;2006-07;Région;Grand Est;UT;Universités de technologie (UT);PU;Établissements publics;2;Feminin;489.0;non;;oui;303.0;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2006;2006-07;Région;Pays de la Loire;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;937.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2006;2006-07;Région;Pays de la Loire;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;306.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2006;2006-07;Région;Pays de la Loire;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;628.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2006;2006-07;Région;Pays de la Loire;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;1423.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2006;2006-07;Région;Pays de la Loire;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;76.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2006;2006-07;Région;Pays de la Loire;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;1;Masculin;67.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2006;2006-07;Région;Pays de la Loire;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;1;Masculin;72.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2006;2006-07;Région;Pays de la Loire;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;2123.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2006;2006-07;Région;Pays de la Loire;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;1;Masculin;1790.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2006;2006-07;Région;Pays de la Loire;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;512.0;non;;oui;512.0;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2006;2006-07;Région;Pays de la Loire;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;14214.0;non;;oui;512.0;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2006;2006-07;Région;Pays de la Loire;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;36268.0;oui;3538;oui;2976.0;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2006;2006-07;Région;Pays de la Loire;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;12447.0;non;;oui;2504.0;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2006;2006-07;Région;Bretagne;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;1148.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2006;2006-07;Région;Bretagne;ENS;Écoles normales supérieures (ENS);PU;Établissements publics;1;Masculin;177.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2006;2006-07;Région;Bretagne;UNIV;Universités;PU;Établissements publics;2;Feminin;37128.0;oui;2257;oui;203.0;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2006;2006-07;Région;Nouvelle-Aquitaine;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;1;Masculin;384.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2006;2006-07;Région;Nouvelle-Aquitaine;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;117.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2006;2006-07;Région;Nouvelle-Aquitaine;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;912.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2006;2006-07;Région;Nouvelle-Aquitaine;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;4371.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2006;2006-07;Région;Nouvelle-Aquitaine;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;289.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2006;2006-07;Région;Nouvelle-Aquitaine;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;84873.0;oui;3726;oui;1348.0;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2006;2006-07;Région;Nouvelle-Aquitaine;UNIV;Universités;PU;Établissements publics;2;Feminin;63551.0;oui;3726;oui;629.0;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2006;2006-07;Région;Occitanie;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;598.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2006;2006-07;Région;Occitanie;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;1;Masculin;68.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2006;2006-07;Région;Occitanie;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;850.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2006;2006-07;Région;Occitanie;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;4373.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2012;2012-13;Région;Nouvelle-Calédonie, Polynésie française, Saint-Martin;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;87.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R00;R00;;;
2012;2012-13;Région;Nouvelle-Calédonie, Polynésie française, Saint-Martin;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;145.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R00;R00;;;
2012;2012-13;Région;Nouvelle-Calédonie, Polynésie française, Saint-Martin;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;122.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R00;R00;;;
2012;2012-13;Région;Nouvelle-Calédonie, Polynésie française, Saint-Martin;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;96.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R00;R00;;;
2012;2012-13;Région;Nouvelle-Calédonie, Polynésie française, Saint-Martin;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;4787.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R00;R00;;;
2012;2012-13;Région;Guadeloupe;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;9.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R01;R01;;;
2012;2012-13;Région;Guadeloupe;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;360.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R01;R01;;;
2012;2012-13;Région;Guadeloupe;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;5215.0;oui;134;oui;3.0;oui;Données diffusables;non;Autres données;REGION;R01;R01;;;
2012;2012-13;Région;Martinique;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;166.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2012;2012-13;Région;Martinique;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;53.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2012;2012-13;Région;Martinique;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;99.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2012;2012-13;Région;Martinique;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;24.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2012;2012-13;Région;Martinique;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;31.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2012;2012-13;Région;Martinique;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;736.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2012;2012-13;Région;Martinique;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;2351.0;oui;52;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2012;2012-13;Région;Guyane;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;40.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R03;R03;;;
